go_id	rep_id	n_input	n_readout	disc_QC_med	STCRC_mol	STCRC_dM1	STCRC_dM2	USZ_mol	USZ_dM1	USZ_dM2
GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	7	7	0.0334	0.7584	6.26	4.76	0.5918	28.15	3.16
GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	4	3	0.0289	0.5322	1.98	2.51	0.3757	16.70	12.59
GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING	GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING	3	3	0.0704	0.6175	-0.51	2.91	0.4614	17.18	6.87
GOBP_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	GOBP_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	4	3	0.0192	0.3820	0.80	3.41	0.2129	31.07	37.47
GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	27	27	0.1053	0.8529	18.27	4.36	0.7139	78.04	11.92
GOBP_REGULATION_OF_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY	4	4	0.0107	0.3588	-0.16	0.11	0.1674	6.50	8.79
GOBP_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY	GOBP_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY	3	3	0.0761	0.2550	-0.15	0.02	0.1007	0.66	0.36
GOBP_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	GOBP_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	5	4	0.1339	0.6517	3.30	1.14	0.3969	4.97	1.65
GOBP_REGULATION_OF_NUCLEOTIDE_EXCISION_REPAIR	GOBP_REGULATION_OF_NUCLEOTIDE_EXCISION_REPAIR	6	6	0.0575	0.5810	1.47	1.74	0.4148	26.36	14.28
GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	21	20	0.0800	0.7808	9.71	8.49	0.6606	46.30	11.35
GOBP_REGULATION_OF_ODONTOBLAST_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_NEUROEPITHELIAL_CELL_DIFFERENTIATION	2	2	0.0440	0.1021	0.70	0.65	0.0844	0.56	0.47
GOBP_REGULATION_OF_ODONTOGENESIS	GOBP_REGULATION_OF_ODONTOGENESIS	8	7	0.0403	0.3067	-0.01	-1.78	0.2101	2.36	2.98
GOBP_REGULATION_OF_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	GOBP_REGULATION_OF_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	5	4	0.0286	0.2558	2.69	4.76	0.0859	0.24	0.83
GOBP_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	GOBP_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	15	14	0.0368	0.4710	7.14	7.30	0.3976	51.55	12.65
GOBP_REGULATION_OF_OOCYTE_MATURATION	GOBP_REGULATION_OF_OOCYTE_MATURATION	2	2	0.0204	0.0042	0.02	-0.07	0.0386	13.40	5.48
GOBP_REGULATION_OF_OPSIN_MEDIATED_SIGNALING_PATHWAY	GOBP_REGULATION_OF_OPSIN_MEDIATED_SIGNALING_PATHWAY	3	3	-0.0025	-0.0031	0.00	0.01	-0.0021	0.07	0.12
GOBP_REGULATION_OF_OPSONIZATION	GOBP_REGULATION_OF_OPSONIZATION	5	4	0.0030	0.0561	0.70	0.33	0.0075	-0.67	1.89
GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY	GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY	46	45	0.0784	0.8538	18.45	4.41	0.7069	71.50	13.74
GOBP_REGULATION_OF_ORGANELLE_ORGANIZATION	GOBP_REGULATION_OF_ORGANELLE_ORGANIZATION	271	271	0.1904	0.9745	74.61	3.23	0.9361	95.49	0.45
GOBP_REGULATION_OF_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	GOBP_REGULATION_OF_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	3	2	0.0294	0.1634	0.20	0.29	0.0914	8.78	13.90
GOBP_REGULATION_OF_ORGANIC_ACID_TRANSPORT	GOBP_REGULATION_OF_ORGANIC_ACID_TRANSPORT	20	19	0.0442	0.6728	2.64	1.41	0.3619	29.08	19.66
GOBP_REGULATION_OF_ORGAN_GROWTH	GOBP_REGULATION_OF_ORGAN_GROWTH	28	27	0.0335	0.6388	1.85	4.62	0.4686	44.61	33.49
GOBP_REGULATION_OF_OSSIFICATION	GOBP_REGULATION_OF_OSSIFICATION	37	36	0.0650	0.6908	18.69	3.56	0.4790	53.19	28.77
GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	39	39	0.0799	0.7817	13.32	3.00	0.6618	74.69	14.93
GOBP_REGULATION_OF_OSTEOBLAST_PROLIFERATION	GOBP_REGULATION_OF_OSTEOBLAST_PROLIFERATION	8	8	0.0621	0.1548	-0.60	-2.45	0.2857	13.74	10.80
GOBP_REGULATION_OF_OSTEOCLAST_DEVELOPMENT	GOBP_REGULATION_OF_OSTEOCLAST_DEVELOPMENT	3	3	0.0211	0.3935	-1.03	-0.66	0.1973	0.58	0.62
GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	20	20	0.0832	0.5204	7.33	2.28	0.3235	6.52	4.15
GOBP_REGULATION_OF_OSTEOCLAST_PROLIFERATION	GOBP_REGULATION_OF_OSTEOCLAST_PROLIFERATION	3	2	-0.0007	0.0426	0.10	0.33	0.0390	-0.21	-0.29
GOBP_REGULATION_OF_OVARIAN_FOLLICLE_DEVELOPMENT	GOBP_REGULATION_OF_OVARIAN_FOLLICLE_DEVELOPMENT	2	1	0.0002	0.0434	-0.21	-0.36	-0.0063	3.15	5.68
GOBP_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	GOBP_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	6	5	0.0148	0.4019	0.01	0.10	0.3425	19.17	28.92
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	9	9	0.0576	0.7035	-1.55	-0.34	0.5912	16.38	3.24
GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	10	10	0.0499	0.6109	0.89	4.48	0.2996	44.61	27.94
GOBP_REGULATION_OF_P38MAPK_CASCADE	GOBP_REGULATION_OF_P38MAPK_CASCADE	12	12	0.0509	0.5460	0.84	1.22	0.3888	18.48	20.46
GOBP_REGULATION_OF_PANCREATIC_JUICE_SECRETION	GOBP_REGULATION_OF_PANCREATIC_JUICE_SECRETION	2	1	0.0296	0.1443	-0.18	-0.08	0.0281	0.05	0.01
GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	40	39	0.0766	0.8762	15.61	10.88	0.6997	73.90	16.32
GOBP_REGULATION_OF_PENTOSE_PHOSPHATE_SHUNT	GOBP_REGULATION_OF_PENTOSE_PHOSPHATE_SHUNT	3	2	0.0333	0.2861	1.06	0.82	0.0781	23.23	18.36
GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY	GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY	9	8	0.0891	0.7185	5.15	2.59	0.4070	25.84	12.44
GOBP_REGULATION_OF_PEPTIDE_TRANSPORT	GOBP_REGULATION_OF_PEPTIDE_TRANSPORT	66	65	0.0617	0.8139	18.32	5.09	0.6753	66.72	13.80
GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	8	7	0.0208	0.3919	1.23	1.69	0.1731	25.06	15.60
GOBP_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	4	4	0.0166	0.3057	0.67	1.62	0.0765	9.58	5.65
GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	22	22	0.1024	0.6141	4.86	2.32	0.5525	19.77	6.96
GOBP_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	GOBP_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	3	3	0.0314	0.4165	-0.12	-0.65	0.2475	5.55	9.74
GOBP_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	3	3	0.0232	0.1349	0.02	0.21	0.1191	-3.29	-0.51
GOBP_REGULATION_OF_PH	GOBP_REGULATION_OF_PH	22	22	0.0761	0.6960	12.96	9.29	0.4511	46.93	30.01
GOBP_REGULATION_OF_PHAGOCYTOSIS	GOBP_REGULATION_OF_PHAGOCYTOSIS	33	33	0.0340	0.7023	6.78	2.29	0.6604	9.64	2.71
GOBP_REGULATION_OF_PHOSPHATASE_ACTIVITY	GOBP_REGULATION_OF_PHOSPHATASE_ACTIVITY	2	1	0.0114	0.1583	2.33	2.18	0.0164	0.24	1.20
GOBP_REGULATION_OF_PHOSPHATE_TRANSPORT	GOBP_REGULATION_OF_PHOSPHATE_TRANSPORT	2	2	0.0528	0.0547	-1.05	-0.98	0.0622	-0.10	-0.09
GOBP_REGULATION_OF_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	GOBP_REGULATION_OF_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	3	2	0.0284	0.2099	0.50	-0.09	0.0759	13.79	7.10
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	2	2	0.0420	0.0749	0.09	0.05	0.1176	6.73	9.51
GOBP_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	3	3	0.0244	0.0732	2.51	2.81	0.0414	3.04	6.96
GOBP_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	GOBP_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	4	4	0.0614	0.2882	-0.03	-0.04	0.1873	0.91	1.22
GOBP_REGULATION_OF_PHOSPHOLIPID_CATABOLIC_PROCESS	GOBP_REGULATION_OF_PHOSPHOLIPID_CATABOLIC_PROCESS	3	2	0.0168	0.2706	1.07	2.77	0.1326	11.01	14.18
GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	10	10	0.0592	0.5852	2.99	2.53	0.4002	28.75	14.06
GOBP_REGULATION_OF_PHOSPHOLIPID_TRANSLOCATION	GOBP_REGULATION_OF_PHOSPHOLIPID_TRANSLOCATION	2	2	0.0220	0.0030	0.05	-0.02	0.0060	0.01	-0.01
GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	144	144	0.1115	0.9326	31.52	2.81	0.9088	84.75	11.30
GOBP_REGULATION_OF_PHOSPHORYLATION	GOBP_REGULATION_OF_PHOSPHORYLATION	108	107	0.1079	0.9355	40.19	8.20	0.8842	76.29	4.21
GOBP_REGULATION_OF_PHOTORECEPTOR_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_PHOTORECEPTOR_CELL_DIFFERENTIATION	2	2	0.0327	0.0388	-0.01	0.02	0.0101	-0.02	0.12
GOBP_REGULATION_OF_PIGMENTATION	GOBP_REGULATION_OF_PIGMENTATION	5	4	0.0398	0.1337	-0.33	-1.11	0.1167	0.06	0.24
GOBP_REGULATION_OF_PIGMENT_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_PIGMENT_CELL_DIFFERENTIATION	3	3	0.0198	0.1311	0.22	-0.29	0.1373	4.54	2.90
GOBP_REGULATION_OF_PINOCYTOSIS	GOBP_REGULATION_OF_PINOCYTOSIS	3	2	0.0315	0.0598	0.17	-0.19	0.0924	1.54	1.62
GOBP_REGULATION_OF_PLASMA_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_PLASMA_CELL_DIFFERENTIATION	2	1	0.0091	0.1126	0.04	-0.05	0.1147	-0.53	-0.57
GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS	GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS	30	29	0.0654	0.6951	5.43	2.35	0.6054	48.95	7.68
GOBP_REGULATION_OF_PLASMA_MEMBRANE_ORGANIZATION	GOBP_REGULATION_OF_PLASMA_MEMBRANE_ORGANIZATION	7	6	0.0706	0.7452	5.35	3.18	0.5683	30.08	15.55
GOBP_REGULATION_OF_PLASMA_MEMBRANE_REPAIR	GOBP_REGULATION_OF_PLASMA_MEMBRANE_REPAIR	3	2	0.0776	0.7217	4.08	2.53	0.5459	20.23	10.99
GOBP_REGULATION_OF_PLASMINOGEN_ACTIVATION	GOBP_REGULATION_OF_PLASMINOGEN_ACTIVATION	7	7	0.1476	0.7099	-1.05	-0.69	0.6329	23.78	5.54
GOBP_REGULATION_OF_PLATELET_ACTIVATION	GOBP_REGULATION_OF_PLATELET_ACTIVATION	18	18	0.0648	0.7210	1.39	5.20	0.4957	20.72	12.75
GOBP_REGULATION_OF_PLATELET_AGGREGATION	GOBP_REGULATION_OF_PLATELET_AGGREGATION	10	10	0.0553	0.5475	-0.21	-0.12	0.2623	31.12	8.13
GOBP_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	6	6	0.0499	0.2359	0.77	1.76	0.1860	7.13	5.08
GOBP_REGULATION_OF_PODOSOME_ASSEMBLY	GOBP_REGULATION_OF_PODOSOME_ASSEMBLY	6	5	0.0256	0.4751	1.90	2.10	0.3185	13.58	5.82
GOBP_REGULATION_OF_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	GOBP_REGULATION_OF_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	9	8	0.0385	0.3678	-0.11	-0.57	0.2069	13.97	7.80
GOBP_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS	GOBP_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS	12	11	0.0454	0.5773	2.88	3.51	0.2769	17.35	19.02
GOBP_REGULATION_OF_POSITIVE_CHEMOTAXIS	GOBP_REGULATION_OF_POSITIVE_CHEMOTAXIS	9	8	0.0619	0.3480	-3.49	0.25	0.2490	11.51	2.85
GOBP_REGULATION_OF_POSTSYNAPSE_ASSEMBLY	GOBP_REGULATION_OF_POSTSYNAPSE_ASSEMBLY	11	10	0.0352	0.4453	-0.13	0.31	0.2400	31.02	7.50
GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION	GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION	33	32	0.0398	0.6314	5.59	2.66	0.5145	56.16	25.12
GOBP_REGULATION_OF_POSTSYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	GOBP_REGULATION_OF_POSTSYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	3	3	0.0475	0.0163	-0.01	-0.01	0.0248	0.62	1.34
GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ASSEMBLY	GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ASSEMBLY	4	3	0.0143	0.0908	-0.71	-0.93	0.0580	4.83	10.18
GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ORGANIZATION	GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ORGANIZATION	5	4	0.0046	0.1056	0.31	0.49	0.0761	3.35	7.30
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS	GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS	30	30	0.0489	0.7596	8.28	5.23	0.5515	70.36	24.41
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	45	44	0.0255	0.4124	4.04	6.66	0.2918	50.51	24.83
GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	4	4	0.0287	0.0834	-0.05	0.18	0.1246	9.28	15.54
GOBP_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	GOBP_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	5	4	0.0144	0.0337	0.30	0.83	0.0481	3.08	10.96
GOBP_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	GOBP_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	44	43	0.1021	0.9050	35.48	11.31	0.8076	84.14	11.72
GOBP_REGULATION_OF_POTASSIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	GOBP_REGULATION_OF_POTASSIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	3	3	0.0272	0.1819	0.32	1.42	0.0730	1.24	3.31
GOBP_REGULATION_OF_POTASSIUM_ION_IMPORT	GOBP_REGULATION_OF_POTASSIUM_ION_IMPORT	2	2	0.0141	0.2777	-0.01	0.28	0.1323	5.27	11.10
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT	GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT	23	22	0.0595	0.5336	-1.37	-0.93	0.5493	25.19	10.75
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	5	4	0.0335	0.2874	0.58	0.68	0.0485	0.89	4.58
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT	GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT	30	29	0.0658	0.6562	2.97	0.85	0.5851	29.88	11.52
GOBP_REGULATION_OF_PRESYNAPSE_ORGANIZATION	GOBP_REGULATION_OF_PRESYNAPSE_ORGANIZATION	10	10	0.0119	0.1243	-0.03	-0.10	0.1201	13.11	22.24
GOBP_REGULATION_OF_PRESYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	GOBP_REGULATION_OF_PRESYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	6	5	0.0129	0.0440	0.10	-0.28	0.0429	1.83	2.13
GOBP_REGULATION_OF_PRESYNAPTIC_MEMBRANE_POTENTIAL	GOBP_REGULATION_OF_PRESYNAPTIC_MEMBRANE_POTENTIAL	11	10	0.0051	0.0411	0.01	0.00	0.0462	0.12	1.50
GOBP_REGULATION_OF_PRIMARY_MIRNA_PROCESSING	GOBP_REGULATION_OF_PRIMARY_MIRNA_PROCESSING	2	1	0.0258	0.0736	1.45	0.14	0.0440	0.01	0.11
GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH	GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH	389	389	0.2076	0.9832	74.72	4.08	0.9667	95.52	3.23
GOBP_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH	GOBP_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH	6	6	0.0306	0.4281	0.13	0.50	0.3290	19.41	6.49
GOBP_REGULATION_OF_PROSTAGLANDIN_SECRETION	GOBP_REGULATION_OF_PROSTAGLANDIN_SECRETION	4	4	0.0285	0.3996	0.86	-0.07	0.2259	9.53	23.80
GOBP_REGULATION_OF_PROSTATIC_BUD_FORMATION	GOBP_REGULATION_OF_PROSTATIC_BUD_FORMATION	3	2	0.0416	0.0825	0.32	-0.28	0.0800	4.18	4.60
GOBP_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	38	37	0.1352	0.8849	15.17	3.65	0.7985	64.88	11.11
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	26	26	0.0764	0.8558	13.38	3.76	0.7000	68.16	14.91
GOBP_REGULATION_OF_PROTEIN_ACETYLATION	GOBP_REGULATION_OF_PROTEIN_ACETYLATION	2	2	-0.0032	0.0867	-0.05	-0.16	0.0398	0.47	-0.51
GOBP_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	GOBP_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	6	6	0.0517	0.4937	0.92	0.45	0.3531	28.16	23.68
GOBP_REGULATION_OF_PROTEIN_BINDING	GOBP_REGULATION_OF_PROTEIN_BINDING	15	14	0.0311	0.6071	-0.80	0.36	0.4194	28.90	6.07
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	81	80	0.1293	0.9440	39.32	1.71	0.8801	87.50	5.18
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE	GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE	3	3	0.0269	0.4259	2.97	0.91	0.3444	21.93	13.73
GOBP_REGULATION_OF_PROTEIN_COMPLEX_STABILITY	GOBP_REGULATION_OF_PROTEIN_COMPLEX_STABILITY	3	3	0.0921	0.4479	0.29	1.59	0.3773	24.02	14.77
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	96	95	0.0901	0.9245	45.38	6.50	0.8609	79.12	7.16
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	28	28	0.0459	0.8036	7.99	5.47	0.5351	59.45	19.13
GOBP_REGULATION_OF_PROTEIN_DEACETYLATION	GOBP_REGULATION_OF_PROTEIN_DEACETYLATION	3	2	0.0134	0.1763	1.79	5.56	0.0457	-0.24	-0.22
GOBP_REGULATION_OF_PROTEIN_DEPOLYMERIZATION	GOBP_REGULATION_OF_PROTEIN_DEPOLYMERIZATION	26	26	0.0666	0.7686	10.00	6.14	0.5301	56.94	12.53
GOBP_REGULATION_OF_PROTEIN_DEUBIQUITINATION	GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEUBIQUITINATION	2	1	0.0464	0.3192	-1.00	-1.31	0.1714	6.17	2.12
GOBP_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	GOBP_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	6	5	0.0426	0.5187	-0.04	-0.29	0.3324	22.59	14.94
GOBP_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	GOBP_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	8	7	0.0386	0.7033	3.14	3.00	0.4677	59.44	26.52
GOBP_REGULATION_OF_PROTEIN_FOLDING	GOBP_REGULATION_OF_PROTEIN_FOLDING	2	1	0.0493	0.5933	0.62	0.41	0.2817	8.84	6.11
GOBP_REGULATION_OF_PROTEIN_GLYCOSYLATION	GOBP_REGULATION_OF_PROTEIN_GLYCOSYLATION	3	2	0.0072	-0.0126	-0.75	-1.75	0.0358	1.54	4.15
GOBP_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS	GOBP_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS	16	15	0.0529	0.7342	5.60	3.95	0.5609	62.72	13.52
GOBP_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING	GOBP_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING	2	2	0.0366	0.0000	-0.05	-0.02	0.0130	-0.23	0.08
GOBP_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING	GOBP_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING	2	2	0.1226	0.2692	2.06	1.24	0.2896	13.37	8.21
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_CELL_JUNCTION	GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_CELL_JUNCTION	2	2	0.0284	0.1524	-0.05	-0.09	0.1001	5.92	9.96
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_CORTEX	GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_CORTEX	4	3	0.0338	0.4379	4.67	3.01	0.0513	35.83	30.37
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	38	37	0.0614	0.8733	20.42	5.16	0.7965	69.72	10.64
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	10	9	0.0188	0.3010	1.62	4.40	0.2084	8.60	10.49
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CENTROSOME	GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CENTROSOME	2	1	0.0126	0.0652	0.04	0.24	0.0651	5.79	8.35
